Site,Design type,Date,CHNF,CHNJ,BASS,SASQ,MYKISS,STB,DSM,ISS,Shade,EmergVegDensity,EmergWMDensity,TerrVeg,TerrWM,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15,TempF,MidChannelTempF,DiffF
69.9R,NoBench,2/1/2013,0,0,0,1,0,0,0,0,Absent,None,Very Low ,NA,NA,2.4,2.7,5,R,R,R,-0.11,0.31,0.43,48.74,48.56,0.18
69.9R,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.3,2.8,5.2,R,R,R,-0.12,0.36,0.45,48.74,48.56,0.18
69.9R,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.1,4,4.4,R,R,R,0.25,0.59,0.6,48.74,48.56,0.18
69.9R,NoBench,2/1/2013,4,0,0,1,0,0,0,0,Absent,None,None,NA,NA,2.6,4.5,4.6,R,R,R,0.3,0.77,0.32,48.74,48.56,0.18
69.9R,NoBench,2/1/2013,3,0,0,0,0,0,0,0,Absent,Very Low,None,NA,NA,1.9,2.4,5.2,R,R,R,0.03,0.49,1,48.74,48.56,0.18
72.2R,Bench,2/1/2013,0,0,1,1,0,0,0,0,Absent,None,Very Low ,0.2,0.05,3.3,4.4,5.9,M,R,R,0.6,0.66,1.38,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,1,0,0,0,0,0,Absent,Very Low,None,0.25,0.2,2.1,4.1,6.1,R,R,R,0.3,0.35,1.39,48.56,48.56,0
72.2R,Bench,2/1/2013,4,0,0,0,0,0,0,0,Absent,None,None,0.25,0.05,3.1,5,7,R,R,R,1.26,1.22,1.35,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,1,1,0,0,0,0,Absent,Very Low,Very Low ,0.25,0.05,2.8,4.8,7.2,R,R,R,0.93,1.72,1.7,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.25,0.05,2.5,4.5,6.7,R,R,R,1.08,1.51,1.23,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,Very Low,Very Low ,0.9,0.1,2.4,4,5.6,R,R,R,0.96,1.39,1.52,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.25,0.05,2.4,4.2,7.1,R,R,R,0.1,0.8,1.37,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,1,0,0,0,0,Absent,Very Low,None,0.9,0.05,1.7,4.1,5.1,R,R,R,1.16,1.15,1.19,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,Low,None,0.95,0,2.1,3.9,6.5,R,R,M,0.66,0.85,1.29,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,Low,None,0.5,0.1,2.5,5.8,6.8,R,R,M,0.45,0.35,0.76,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,Low,None,0.8,0.05,1.8,5,6.2,R,R,M,-0.18,0.35,0.58,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.55,0.1,2.4,3,5,R,M,M,0.26,0.66,0.65,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,1,0,0,0,0,0,Absent,None,None,0.55,0.1,1.8,4,4.9,R,M,M,0.39,0.83,0.93,48.56,48.56,0
72.2R,Bench,2/1/2013,8,0,1,0,0,0,0,0,Absent,Medium,None,0.55,0.15,2.4,4.1,6.5,R,M,M,0.63,1.1,0.73,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.6,0.05,2.4,4.5,5.6,M,R,M,0.63,0.67,0.76,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,2,0,0,0,0,Absent,Low,None,0.65,0,2,3.6,6.8,M,R,M,0.94,1.19,1.46,48.56,48.56,0
72.2R,Bench,2/1/2013,2,0,0,0,0,0,0,0,Absent,Low,None,0.65,0,1.8,3.9,5.4,R,M,M,0.55,0.72,0.99,48.56,48.56,0
72.2R,Bench,2/1/2013,3,0,0,0,0,0,0,0,Absent,Medium,None,0.65,0.05,2,3.6,6.1,M,M,M,0.35,0.8,1.03,48.56,48.56,0
72.2R,Bench,2/1/2013,0,0,0,0,0,0,0,0,Absent,Very Low ,None,0.45,0.05,1.7,3.7,6.2,M,R,R,0.38,1.04,1.36,48.56,48.56,0
43.7R,Slope,2/2/2013,7,0,0,0,0,0,0,1,Absent,None,None,0.5,0.05,0.6,1.2,1.6,M,M,M,0.04,0.22,0.11,49.46,49.28,0.18
43.7R,Slope,2/2/2013,9,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,0.4,1.2,1.7,M,M,M,0.02,0.16,0.22,49.28,49.28,0
43.7R,Slope,2/2/2013,2,0,0,0,0,0,0,0,Absent,None,None,0.6,0.05,0.5,1,1.6,M,M,M,-0.01,-0.03,0.06,49.28,49.28,0
43.7R,Slope,2/2/2013,2,0,0,0,0,0,0,0,Absent,None,Low,0.5,0.2,0.8,1.2,1.6,M,M,M,-0.24,0.06,0.16,49.28,49.28,0
43.7R,Slope,2/2/2013,1,1,0,0,0,0,0,1,Absent,Very Low,Low,0.5,0.2,0.9,1.5,2.8,M,M,M,0.01,0.27,0.19,49.28,49.28,0
43.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,0.5,1.5,2.3,M,M,M,0.12,0.06,0.19,49.28,49.28,0
43.7R,Slope,2/2/2013,5,0,0,0,0,0,0,0,Absent,Very Low,None,0.5,0.05,0.6,1.3,2.3,M,M,M,-0.05,-0.08,-0.15,49.28,49.28,0
43.7R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,0.7,1.5,2.6,M,M,M,0.08,0.1,0.03,49.28,49.28,0
43.7R,Slope,2/2/2013,8,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,0.6,1.2,2.5,M,M,M,-0.05,0.07,0.11,49.28,49.28,0
43.7R,Slope,2/2/2013,15,0,0,0,0,0,0,1,Absent,None,None,0.25,0.05,0.7,1.3,2.4,M,M,M,0.05,0.04,0.08,49.28,49.28,0
43.7R,Slope,2/2/2013,5,0,0,0,0,0,0,1,Absent,None,None,0.25,0.05,0.5,1,2.3,M,M,M,0.04,0.05,0.18,49.28,49.28,0
43.7R,Slope,2/2/2013,15,0,0,0,0,0,0,0,Absent,None,Very Low,0.25,0.05,0.4,1.2,2.2,M,M,M,0.04,0.06,0.05,49.28,49.28,0
43.7R,Slope,2/2/2013,2,0,0,0,0,0,0,1,Absent,Very Low,None,0.2,0.05,0.5,1.2,2.5,M,M,M,0.01,0.07,0.06,49.28,49.28,0
43.7R,Slope,2/2/2013,4,0,0,0,0,0,0,1,Absent,None,None,0.5,0.05,0.4,1.3,2.4,M,M,M,0.01,0.02,0.11,49.28,49.28,0
43.7R,Slope,2/2/2013,6,0,0,0,0,0,0,0,Absent,None,None,0.4,0.05,0.7,1.5,2.3,M,M,M,-0.04,0.03,0.19,49.28,49.28,0
43.7R,Slope,2/2/2013,14,0,0,0,0,0,0,0,Absent,None,None,0.45,0.05,0.9,1.8,2.3,M,M,M,0.08,0.08,0.11,49.28,49.28,0
43.7R,Slope,2/2/2013,6,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,0.8,1.7,2.5,M,M,M,0.04,0.03,0.05,49.28,49.28,0
43.7R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,Very Low ,None,0.5,0.05,0.3,1.2,2.2,M,M,M,0.01,0.02,0.11,49.28,49.28,0
43.7R,Slope,2/2/2013,9,0,0,0,0,0,0,2,Absent,None,None,0.5,0.05,0.7,1.3,2.6,M,M,M,0.01,0.12,0.16,49.28,49.28,0
43.7R,Slope,2/2/2013,4,0,0,0,0,0,0,0,Absent,Low ,None,0.5,0.05,0.6,1.3,2.3,M,M,M,0.03,0.02,0.19,49.28,49.28,0
43.7R,Slope,2/2/2013,24,0,0,0,0,0,0,12,Absent,None,Very Low,0.5,0.05,0.4,2,2.6,M,M,M,0.02,0.04,0.09,49.28,49.28,0
43.7R,Slope,2/2/2013,7,0,0,0,0,0,0,3,Absent,Very Low,Very Low,0.6,0.05,0.4,1.5,2.3,M,M,M,0.02,0.07,0.08,49.28,49.28,0
43.7R,Slope,2/2/2013,1,1,0,0,0,0,0,0,Absent,None,Very Low,0.65,0.05,0.7,1.3,2.5,M,M,M,0.04,0.08,0.1,49.28,49.28,0
43.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.8,0.1,0.4,1.4,2.2,M,M,M,0.02,0.1,0.15,49.28,49.28,0
43.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.8,0.05,0.5,1.2,2.3,M,M,M,0.01,0.07,0.2,49.28,49.28,0
43.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.65,0.05,0.6,1.3,2.4,M,M,M,0.04,0.16,0.19,49.28,49.28,0
43.7R,Slope,2/2/2013,0,0,0,0,0,0,0,1,Absent,Very Low,Very Low,0.85,0.05,0.3,1,2.3,M,M,M,0.01,0.08,0.12,49.28,49.28,0
43.7R,Slope,2/2/2013,5,0,0,0,0,0,0,7,Absent,Very Low,Very Low,0.85,0.1,0.4,1.2,1.9,M,M,M,0.04,0.1,0.25,49.28,49.28,0
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,1.9,3,3.4,R,M,M,0.04,0.33,0.5,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,1,1,0,0,0,0,0,0,Absent,None,None,0.5,0.1,2,2.8,3.3,M,M,M,0.19,0.51,0.55,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,1.5,3,3.7,R,M,M,0.14,0.23,0.31,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,2.1,3,3.7,R,M,M,0.11,0.31,0.34,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,2.2,3.4,4,R,R,M,0.15,0.46,0.41,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,2.2,3.4,3.8,R,M,M,0.05,0.09,0.35,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,1,Absent,None,None,0.5,0.1,2,3.4,3.6,R,M,M,0.24,0.35,0.41,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.6,0.1,2,3,3.2,M,M,M,0.15,0.22,0.36,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,4,0,0,0,0,0,0,0,Absent,None,Very Low,0.5,0.15,1.6,2.4,3.1,M,M,M,0.1,0.25,0.22,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,2,0,0,0,0,0,0,0,Absent,Very Low,None,0.25,0.05,2,3,3.3,R,M,M,0.21,0.22,0.25,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,6,0,0,0,0,0,0,0,Absent,None,None,0.55,0.05,2.2,3.6,4.6,R,M,M,0.22,0.31,0.43,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,4,0,0,0,0,0,0,2,Absent,None,Very Low,0.55,0.05,2.1,3,4.2,R,M,M,0.02,0.16,0.43,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,3,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,1.8,3.6,4.8,R,M,M,0.06,0.16,0.32,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,1.6,3.2,4.8,R,M,M,0.06,0.18,0.34,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.15,2,3.7,5.4,R,M,M,0.08,0.38,0.4,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,6,0,0,0,0,0,0,0,Absent,None,None,0.6,0.05,2.3,3.3,6.2,R,M,M,0.43,0.48,0.48,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,3,0,0,0,0,0,0,0,Absent,None,Very Low,0.65,0.2,2.6,4.6,7.2,R,M,M,0.38,0.43,0.37,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,4,0,0,0,0,0,0,0,Absent,None,Very Low,0.5,0.1,2.9,5,5.9,R,M,M,0.25,0.22,0.42,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,3,4.2,6.1,R,M,M,0.12,0.21,0.3,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,2,0,0,0,0,0,0,1,Absent,None,None,0.5,0.05,2.6,3.6,5.8,R,M,M,0.19,0.3,0.46,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,4,0,0,0,0,0,0,0,Absent,None,None,0.4,0.05,2.7,3.2,5,R,M,M,0.31,0.22,0.34,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,3,0,0,0,0,0,0,1,Absent,Very Low,None,0.3,0.1,2,2.9,3.8,R,M,M,0.2,0.23,0.33,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,2,0,0,0,0,0,0,1,Absent,None,Very Low,0.3,0.05,1.6,2.4,3.7,R,M,M,0.19,0.21,0.22,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.45,0.05,2,3.4,4.4,R,R,M,0.27,0.2,0.36,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,2,0,2,0,0,0,0,0,Absent,None,None,0.45,0.05,2,4,5.8,R,R,M,0.19,0.54,0.34,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.5,0.05,2,3.4,4.8,R,M,M,0.27,0.28,0.21,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,Very Low,None,0.5,0.05,2.6,3.6,4.2,R,R,M,0.19,0.21,0.53,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,3,0,0,0,0,0,0,0,Absent,Very Low,None,0.3,0.05,2.3,3.4,4.3,R,M,M,0.1,0.26,0.36,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,7,0,0,0,0,0,0,0,Absent,None,None,0.25,0.05,2.3,3.4,4.3,R,M,M,0.1,0.28,0.36,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.3,0.05,1.6,3,4.2,R,M,M,0.19,0.06,0.45,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,2,1,0,0,0,0,0,1,Absent,Very Low,None,0.4,0.05,2,3.2,4.2,R,M,M,0.37,0.39,0.42,48.92,49.1,-0.18
44.7R,Slope,2/2/2013,3,0,0,0,0,0,0,0,Absent,Very Low,None,0.25,0.05,2,3.5,4.2,R,R,M,0.32,0.3,0.45,48.92,49.1,-0.18
47.0L,Slope,2/2/2013,0,0,0,1,0,0,0,0,Absent,None,None,0.2,0.05,1.4,2,2.7,R,R,M,0.05,0.13,0.03,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.2,0.35,1.5,2.2,2.4,R,R,R,0.12,0.04,0.05,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.2,0.3,1.7,2.2,3.1,R,R,M,0.1,0.03,0.05,48.56,48.74,-0.18
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.2,0.4,1.6,2,2.4,R,R,M,0.07,0.09,0.03,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,1,0,0,0,0,Absent,Very Low,Very Low ,0.2,0.3,1.4,1.6,2.2,M,M,M,0.15,0.1,0.07,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.2,0.4,1.2,1.6,1.9,R,M,M,0.02,0.05,0.13,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.15,0.4,1.4,1.8,2.1,R,M,M,0.02,0.06,0.14,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.2,0.4,1.7,1.9,1.9,R,M,R,0.02,0.08,0.1,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.4,1.5,2.2,2.4,R,R,R,0.05,0.11,-0.02,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.2,0.35,1.5,2.2,2.4,R,R,R,0.05,0.12,-0.02,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.15,0.4,1.6,1.7,1.8,M,R,R,0.18,0.1,0.12,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.4,1.6,2,2.1,M,M,R,0.04,0.15,0.14,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.35,1.4,1.7,1.9,R,R,M,0.01,0.24,0.12,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.1,0.4,1.4,1.8,1.9,R,R,M,0.02,0.08,0.15,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.1,0.35,1.6,1.7,1.9,R,R,M,0.01,0.08,0.18,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.3,1.3,1.7,2.2,R,M,M,0.06,0.06,0.49,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.3,1.7,1.7,2,R,M,M,0.08,0.04,0.08,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.3,1.6,2,2,R,M,M,0.02,0.21,0.4,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.3,2,2.5,2.6,R,M,M,-0.04,0.12,0.22,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,3,Absent,None,None,0.1,0.25,1.7,2.5,2.5,R,M,M,0.2,0.32,0.35,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.2,1.7,2.4,2.6,R,M,M,0.2,0.34,0.36,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.1,2.6,4,6.2,R,M,M,-0.05,-0.25,-0.05,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.05,0.1,1.6,2.2,3.6,R,M,M,-0.1,0.08,0.13,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Heavy,None,0.05,0.2,0.9,1.2,1.7,R,M,M,-0.05,0.01,-0.03,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.05,0.2,1.4,1.5,1.8,R,M,M,0.12,-0.01,-0.01,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Low,None,0.05,0.1,1.2,1.6,2.2,M,R,M,-0.06,0.04,-0.03,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.2,1.4,2,2.8,R,R,M,0.1,0.17,0.14,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,6,Absent,Low,None,0.05,0.2,1.6,2,2.1,R,R,M,0.09,0.22,0.17,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.25,1.6,2,2.1,R,R,R,0.09,0.22,0.17,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.25,1.9,2.1,2.2,R,M,M,0.01,0.21,0.04,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.3,1.9,2.2,2.3,R,M,M,0.24,0.31,0.17,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,Medium,None,0.05,0.4,2,2.1,2.1,R,M,M,0.11,0.25,0.23,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.35,1.9,2,2,M,M,M,0.22,0.31,0.25,48.74,48.74,0
47.0L,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.35,1.9,2,2.1,M,M,R,0.13,0.44,0.04,48.92,48.74,0.18
47.9R,Slope,2/2/2013,3,0,0,0,0,0,0,0,Absent,None,None,0.45,0.2,2.9,3.3,4.5,R,M,M,0.01,0.05,-0.15,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.35,0.15,2.4,2.8,3.6,R,R,R,-0.05,0.07,0.56,48.74,48.74,0
47.9R,Slope,2/2/2013,9,0,0,0,0,0,0,0,Absent,None,Very Low ,0.5,0.15,1.8,3.6,4,R,R,M,0.29,0.63,0.74,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,1.6,2.9,4.5,R,R,M,0.22,0.38,0.73,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,1.8,3.8,4.5,R,R,M,0.16,0.37,0.4,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.1,1.3,3.3,4.7,R,R,R,0.35,0.24,0.52,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.55,0.1,3,4.4,6.2,R,R,R,0.12,0.47,0.51,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.65,0.15,2.2,4.4,5.6,R,R,M,0.33,0.36,0.31,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.6,0.1,1.3,4.7,6.5,R,R,M,0.18,0.35,0.5,48.74,48.74,0
47.9R,Slope,2/2/2013,1,0,3,0,0,0,0,0,Absent,None,None,0.65,0.05,1.3,4.5,5.6,R,M,M,0.1,0.3,0.39,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,1.7,4.4,6.3,R,M,M,0.04,0.12,0.29,48.74,48.74,0
47.9R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.5,0.4,1.4,3.1,5.7,R,R,M,0.03,0.25,0.34,48.74,48.74,0
47.9R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,1.9,3.2,5.5,R,R,M,0.09,0.33,0.37,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.5,0.05,1.6,2.9,4,R,R,M,0.24,0.26,0.41,48.74,48.74,0
47.9R,Slope,2/2/2013,0,1,0,0,0,0,0,0,Absent,None,None,0.45,0.1,1.5,3.2,5,R,R,M,0.16,0.34,0.41,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.5,0.1,1.5,3.9,5.9,R,R,M,-0.06,-0.11,0.35,48.74,48.74,0
47.9R,Slope,2/2/2013,2,0,0,0,0,0,0,0,Absent,None,None,0.5,0.25,1.5,2.4,3.7,R,R,M,0.2,0.16,0.24,48.74,48.74,0
47.9R,Slope,2/2/2013,1,2,0,0,0,0,0,0,Absent,None,None,0.35,0.1,1.6,2.9,4.9,R,R,M,-0.1,-0.11,0.1,48.74,48.74,0
47.9R,Slope,2/2/2013,3,0,1,0,0,0,0,0,Absent,None,Very Low ,0.5,0.1,1.4,3,4.9,R,R,R,-0.12,-0.18,-0.06,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low,0.5,0.1,1.7,2.8,5.4,R,R,M,-0.04,-0.04,-0.02,48.74,48.74,0
47.9R,Slope,2/2/2013,3,0,0,1,0,0,0,0,Absent,None,None,0.55,0.1,1.6,3.3,5.1,R,R,R,0.07,0.02,0.3,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.55,0.1,2,3.7,4.3,R,R,R,0.06,0.34,0.33,48.74,48.74,0
47.9R,Slope,2/2/2013,1,0,0,0,0,0,0,0,Absent,None,Very Low,0.6,0.15,1.6,2.8,5.4,R,R,R,0.14,0.3,0.36,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,1,0,0,0,0,Absent,None,None,0.55,0.1,1.5,4,4.2,R,R,R,0.08,0.31,0.27,48.74,48.74,0
47.9R,Slope,2/2/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.55,0.1,1.7,3.9,5.7,R,R,M,0.29,0.29,0.34,48.74,48.74,0
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.7,4.4,5,R,R,R,0.53,0.55,0.58,50.36,50.18,0.18
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.3,4.7,6.5,R,R/M,R/M,0.21,0.87,0.85,50.36,50.18,0.18
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.3,5,7.2,R,M,M,0.38,0.52,1.09,50.36,50.18,0.18
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.8,4.8,6.8,R,R/M,R/M,0.67,0.89,0.9,50.36,50.18,0.18
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.1,4.7,6,R/M,R/M,R/M,0.61,0.62,0.81,50.36,50.18,0.18
85.6L,Unmitigated ,2/25/2013,0,0,0,1,0,0,0,0,Absent,None,None,NA,NA,2.3,4.1,5.5,R/M,R/M,R/M,0.46,0.54,0.76,50.54,50.18,0.359999999999999
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.7,3.7,5.2,R/M,R/M,R/M,0.32,0.68,0.72,50.54,50.18,0.359999999999999
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2,3.8,5.3,R/M,M,M,0.49,0.66,0.76,50.54,50.18,0.359999999999999
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2.3,4,5.4,M,M,M,0.46,0.6,0.88,50.54,50.18,0.359999999999999
85.6L,Unmitigated ,2/25/2013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,2,3.8,5,M,M,M,0.42,0.66,0.66,50.54,50.18,0.359999999999999
85.6L,Unmitigated ,2/25/2013,0,5,0,0,0,0,0,0,Absent,None,None,NA,NA,1.8,3.5,5.2,M,M,M,0.55,0.53,0.68,50.54,50.18,0.359999999999999
